business_id,full_address,mon_hours,tue_hours,wed_hours,thu_hours,fri_hours,sat_hours,sun_hours,open,categories,city,review_count,name,neighborhoods,longitude,latitude,state,stars
XbVqzUHS3c9FhG4lI13c3Q,"3424 N 19th Ave
Phoenix, AZ 85015",09:00 - 20:30,09:00 - 20:30,09:00 - 20:30,09:00 - 20:30,09:00 - 20:30,09:00 - 20:30,,True,"Vietnamese,Chinese,Restaurants",Phoenix,119,Maxim Restaurant,,-112.100389,33.488489,AZ,4.0
1HbKFWG5QKzYkuNxig6H7w,"6754 Odana Rd
Madison, WI 53719",,11:00 - 14:30,11:00 - 14:30,11:00 - 14:30,11:00 - 22:00,11:00 - 22:00,11:30 - 21:00,True,"Vietnamese,Restaurants",Madison,146,Saigon Noodles,,-89.4998028,43.05660870000001,WI,4.0
G2hKvBRIkE7LKdB_Uf5XIg,"2090 N Dobson Rd
Chandler, AZ 85224",,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 20:00,False,"Vietnamese,Restaurants",Chandler,27,Anise Vietnamese Restaurant,,-111.876903,33.337278000000005,AZ,4.0
jJlOPkv4Xl6vxNzr51fnYw,"1381 N Alma School Rd
Chandler, AZ 85224",11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,True,"Vietnamese,Restaurants",Chandler,209,Saigon Pho,,-111.858116,33.327278,AZ,4.0
IXB3PGgSmw4bjTe9ll-tQw,"830 W Southern Ave
Ste 1
Mesa, AZ 85210",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,False,"Soup,Vietnamese,Comfort Food,Restaurants",Mesa,47,Phu Thanh,,-111.849314,33.393607,AZ,4.0
Au2PcSBz3N212S7D10EbDQ,"6638 E Superstition Springs Blvd
Ste 101
Mesa, AZ 85206",10:30 - 20:30,10:30 - 20:30,10:30 - 20:30,10:30 - 20:30,10:30 - 21:00,12:00 - 21:00,12:00 - 20:30,False,"Vietnamese,Asian Fusion,Restaurants",Mesa,27,Spice Asian Bistro,,-111.6872749,33.385161,AZ,4.0
yMUVflS-2SnOGafXmdHy6w,"1955 W Baseline Rd
Ste 114
Mesa, AZ 85202",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,False,"Vietnamese,Restaurants",Mesa,161,Pho Ao Sen,,-111.876416,33.378440000000005,AZ,4.0
lHRc-t5EmkY9ejWixFyiDQ,"4145 S Grand Canyon Dr
Ste A-102
Spring Valley
Las Vegas, NV 89147",11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,True,"Food,Ethnic Food,Restaurants,Vietnamese,Specialty Food",Las Vegas,21,Viet Bistro,Spring Valley,-115.30733899999998,36.1143902,NV,4.0
CMTDZRDnv_O0rwAvRVbjvg,"1933 W Main St
Ste 8
Mesa, AZ 85201",11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,False,"Food,Coffee & Tea,Vietnamese,Restaurants",Mesa,51,BlueMoon Vietnamese Kitchen,,-111.873616464253,33.4132849273635,AZ,4.0
VQuvw_PcP-Nn-TB7o618Dg,"502 S Dobson
Mesa, AZ 85202",09:00 - 21:00,,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,True,"Vietnamese,Restaurants",Mesa,34,Pho Thuan Thanh,,-111.875246,33.405652,AZ,4.0
TyWhulwEZaHZUAXYDI4IRg,"323 King Street W
Kitchener, ON N2G",,,,,,,,True,"Vietnamese,Restaurants",Kitchener,6,Golden Turtle Restaurant,,-80.4961156,43.45206810000001,ON,4.0
DJze-lgFSmKJtMROr2Vddw,"3838 N 19th Ave
Phoenix, AZ 85015",,,,,,,,False,"Vietnamese,Restaurants",Phoenix,3,Loi Nam Oriental Market,,-112.100274,33.492651,AZ,4.0
sXkkxz7FwWx9ayHbDx0LbQ,"6820 Spring Mountain Rd
Ste 11
Chinatown
Las Vegas, NV 89146",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,True,"Vietnamese,Restaurants",Las Vegas,40,Pho Saigon,Chinatown,-115.2411278,36.1269027,NV,4.0
eR7cwYFZDkNqBSSTohNwLw,"7530 E Main St
Mesa, AZ 85207",11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,True,"Vietnamese,Thai,Asian Fusion,Restaurants",Mesa,50,Wok In,,-111.6687757,33.4157946,AZ,4.0
5qY6LqQFupz2Dm8LB4xkJw,"3 Grove Street
West End
Edinburgh EH3 8AF",12:00 - 14:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,12:00 - 14:00,12:00 - 15:00,17:00 - 22:00,True,"Vietnamese,Restaurants",Edinburgh,29,Pho Vietnam House,West End,-3.2129307000000003,55.9459723,EDH,4.0
tpJjVxyor9OOQfYgvAtdRA,"66 S Dobson Rd
Ste 126
Mesa, AZ 85202",09:00 - 20:30,09:00 - 20:30,,09:00 - 20:30,09:00 - 20:30,09:00 - 20:30,09:00 - 20:30,True,"Food,Ethnic Food,Restaurants,Vietnamese,Specialty Food",Mesa,29,Hue Gourmet,,-111.8759922,33.4133505,AZ,4.0
3mEOCjX7s9mW4QUMqAAyOA,"610 Junction Rd
Ste 109
Junction Ridge
Madison, WI 53717",11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 20:00,True,"Vietnamese,Restaurants",Madison,55,Pho Nam Noodle House,Junction Ridge,-89.52672740000001,43.0734853,WI,4.0
r0ZoytDjK4CY5ytFNjZLvw,"4300 Spring Mountain Rd
Ste 101
Chinatown
Las Vegas, NV 89102",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,True,"Vietnamese,Restaurants",Las Vegas,446,Kinh Do,Chinatown,-115.197924,36.127175,NV,4.0
th4uGmjyjPnQpN-ukf20PA,"1353 Williamson St
Williamson - Marquette
Madison, WI 53703",11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,11:00 - 21:00,True,"Thai,Vietnamese,Restaurants",Madison,228,Ha Long Bay Vietnamese & Thai Bistro,"Williamson - Marquette,Willy St",-89.36080820000002,43.0856215,WI,4.0
yVQiGdxmnrkJDyQXv2maNA,"1702 W Camelback Rd
Ste 14
Phoenix, AZ 85015",08:30 - 20:30,08:30 - 20:30,08:30 - 20:30,08:30 - 20:30,08:30 - 20:30,08:30 - 20:30,08:30 - 20:30,True,"Vietnamese,Restaurants",Phoenix,321,Pho Thanh,,-112.096024,33.510112,AZ,4.0
Zq-yfLJYy7245p-O8-PqGA,"7175 W Lake Mead Blvd
Ste 125
Las Vegas, NV 89128",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,True,"Vietnamese,Restaurants",Las Vegas,156,Viet Bistro,,-115.2481396,36.195266,NV,4.0
A30MoBPFyMeKxFVkOjNC3A,"10895 S Eastern Ave
Ste 140
Anthem
Henderson, NV 89052",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,True,"Vietnamese,Restaurants",Henderson,167,Pho MaiLan,Anthem,-115.101207,35.99358970000001,NV,4.0
47A3pWsdYNhFFy9gUEVcYQ,"1820 W Southern Ave
Mesa, AZ 85202",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,,True,"Vietnamese,Restaurants",Mesa,61,Pho Nhat,,-111.8704598,33.393148100000005,AZ,4.0
syEJc3vYSPqMK7KeMtW94Q,"502 South Dobson Rd
Ste 3
Mesa, AZ 85202",,,,,,,,True,"Food,Ethnic Food,Restaurants,Vietnamese,Specialty Food",Mesa,4,Pho Hien,,-111.875246,33.405652,AZ,4.0
A6DFzxQT5yBkwBBJsURRWQ,"3409 S Jones Blvd
Chinatown
Las Vegas, NV 89146",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,10:00 - 22:00,True,"Vietnamese,Restaurants",Las Vegas,55,Pho Sing Sing,Chinatown,-115.2259262,36.1265774,NV,4.0
mhQCxOiqp03qnhGRTtPduw,"66 S Dobson Rd
Mesa, AZ 85202",09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,True,"Vietnamese,Restaurants",Mesa,326,unPhogettable,,-111.8759922,33.4133505,AZ,4.0
47bimRPTRW5AipXRwfVA1A,"4631 Spring Mountain Rd
Ste 102
Chinatown
Las Vegas, NV 89102",10:00 - 00:00,10:00 - 00:00,10:00 - 00:00,10:00 - 00:00,10:00 - 00:00,10:00 - 00:00,10:00 - 00:00,True,"Vietnamese,Restaurants",Las Vegas,26,Nem Nuong Bistro,Chinatown,-115.203712,36.125883,NV,4.0
3zn5yjALes8-fxLvpO7_-A,"2755 N 91st Ave
Suite A150/160
Phoenix, AZ 85037",09:30 - 21:00,09:30 - 21:00,10:00 - 21:00,09:30 - 21:00,09:30 - 21:30,09:30 - 21:00,09:30 - 21:00,True,"Vegetarian,Vietnamese,Restaurants",Phoenix,46,Song Lynn,,-112.254559,33.478015899999995,AZ,4.0
J4d0dY8k71Osot0GypK2kg,"1375 N Litchfield
Goodyear, AZ 85395",10:00 - 20:30,10:00 - 20:30,,10:00 - 20:30,10:00 - 20:30,10:00 - 20:30,09:00 - 19:00,True,"Vietnamese,Restaurants",Goodyear,52,PT Noodles,,-112.3579932,33.4615009,AZ,4.0
YnWb8fRudnNkXc-VjrmKGg,"14071 W Bell Rd
Surprise, AZ 85374",11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:30,11:00 - 21:30,11:00 - 20:00,True,"Sandwiches,Vietnamese,Asian Fusion,Restaurants",Surprise,168,Saigon Kitchen,,-112.363443374634,33.6382038313039,AZ,4.0
-k6-FfJyc4P1RJMIg5p99g,"301 King Street E
Kitchener, ON N2G 2L2",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,True,"Vietnamese,Restaurants",Kitchener,20,Pho Dau Bo,,-80.48420870000002,43.4477003,ON,4.0
4zfrcEmGvZ4oYKx_revTxA,"4055 S Arizona Ave
Ste 8
Chandler, AZ 85248",10:00 - 21:00,,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,11:00 - 20:00,True,"Vietnamese,Chinese,Restaurants",Chandler,157,Pho Chandler,,-111.84111509999998,33.246989,AZ,4.0
YzE9DAJDb5fqGa8WTZgBjg,"3400 S Jones Blvd
Ste 2A
Chinatown
Las Vegas, NV 89146",10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,False,"Vietnamese,Restaurants",Las Vegas,88,Bosa 1,Chinatown,-115.224318,36.127754,NV,4.0
CvufqyRBbS2Ed2wQlAXCMw,"5350 W Bell Rd
Glendale, AZ 85308",,,,,,,,True,"Vietnamese,Restaurants",Glendale,80,Angelina's Pho and Grill,,-112.1737861,33.6395442,AZ,3.5
KlT-sy8AvL8zq3nPVjMPUA,"10410 N 35th Ave
Ste 112
Phoenix, AZ 85051",,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,08:00 - 19:00,10:00 - 17:00,False,"Food,Juice Bars & Smoothies,Coffee & Tea,Vietnamese,Restaurants",Phoenix,11,Juice House Boba,,-112.134508,33.580671,AZ,3.5
ESjWCcBpMeiRsvMYXWgdgw,"2025 N Dobson Rd
Chandler, AZ 85224",10:00 - 20:00,,10:00 - 20:00,10:00 - 20:00,10:00 - 20:30,10:00 - 20:30,10:00 - 20:00,True,"Vietnamese,Restaurants",Chandler,60,Pho 68,,-111.874214172363,33.336154937744105,AZ,3.5
po3QfLD7vINIFtyYTgkEMQ,"9055 S Eastern Ave
Southeast
Las Vegas, NV 89123",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,True,"Vietnamese,Restaurants",Las Vegas,194,Pho Saigon 8,Southeast,-115.11841640000002,36.02541420000001,NV,3.5
JBCBlVaHfZUZrq-lQfryDA,"7707 S Kyrene Rd
Tempe, AZ 85284",,,,,,,,True,"Thai,Vietnamese,Restaurants",Tempe,136,Pho Da Lat,,-111.9451314,33.3479486,AZ,3.5
HOrfsgClwysVlDv1Vp7PIg,"4553 W Flamingo Rd
Las Vegas, NV 89103",09:30 - 04:00,09:30 - 04:00,09:30 - 04:00,09:30 - 04:00,09:30 - 04:00,09:30 - 04:00,09:30 - 04:00,True,"Vietnamese,Restaurants",Las Vegas,188,Da Lat,,-115.2029596,36.11507320000001,NV,3.5
hF0p0dYtDqOfDyKTVUeGZA,"13530 W Van Buren St
Ste A101
Goodyear, AZ 85338",,,,,,,,True,"Vietnamese,Restaurants",Goodyear,62,Central King Eggroll,,-112.3504684,33.4508902,AZ,3.5
3OauvrqUU8nDLWcW6q9hGQ,"20235 N Cave Creek Rd
Ste 108
Phoenix, AZ 85024",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:30 - 20:00,True,"Vietnamese,Restaurants",Phoenix,124,Viet Kitchen,,-112.03017,33.671426000000004,AZ,3.5
ggBkO170QkYZAezFGMKYjQ,"4141 N 35th Ave
Ste 11 & 12
Phoenix, AZ 85017",,,,,,,,False,"Vietnamese,Restaurants",Phoenix,7,Pho Old Saigon Vietnamese Cuisine,,-112.0077189,33.5812164,AZ,3.5
eL1IZGEWOZTbxdcqqgZjfw,"500 Fairway Road South
Unit 17
Kitchener, ON N2C",11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 23:00,11:00 - 23:00,11:00 - 22:00,True,"Thai,Vietnamese,Restaurants",Kitchener,14,Ben Thanh,,-80.44695829999998,43.4203695,ON,3.5
juzATNnxyBWEdQoDoKrEuw,"1116 S Dobson Rd
Mesa, AZ 85202",,,,,,,,True,"Vietnamese,Restaurants",Mesa,34,Dragonfly Vietnamese Kitchen,,-111.875578,33.394432,AZ,3.5
wlc1TDMl44UGLI__WuKtkQ,"6820 Spring Mountain Rd
Ste C-111
Chinatown
Las Vegas, NV 89146",,,,,,,,False,"Vietnamese,Restaurants",Las Vegas,12,Pho Village,Chinatown,-115.240864,36.1265659,NV,3.5
PEOP7kZ1E4BJx3YzLMrmpA,"8115 N 19th Ave
Ste 101-A
Phoenix, AZ 85021",,,,,,,,False,"Vietnamese,Restaurants",Phoenix,12,Pho Loc,,-112.09925,33.55529600000001,AZ,3.5
4OH2tMl8Qcebshi2rUTz-g,"4215 Spring Mountain Rd
Ste B108
Chinatown
Las Vegas, NV 89102",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,True,"Vietnamese,Restaurants",Las Vegas,187,Mr. Sandwich,Chinatown,-115.191420869064,36.1261620060751,NV,3.5
3H2ttTM2aSIaZ6FTjHwDQQ,"66 S Dobson Rd
Ste 141
Mesa, AZ 85202",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,True,"Vietnamese,Restaurants",Mesa,57,Com Tam Thuan Kieu,,-111.875779,33.413158,AZ,3.5
tMpFSMGrXz8dzvB9UZ69XA,"3620 S Jones Blvd
Chinatown
Las Vegas, NV 89103",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,True,"Vietnamese,Restaurants",Las Vegas,148,Pho 87,Chinatown,-115.224712,36.12328460000001,NV,3.5
U7PiSfu-xOvNVRXKqNOgAA,"36 Northfield Drive E
Unit 1
Waterloo, ON N2L 6A1",11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 23:00,11:00 - 23:00,11:00 - 22:00,True,"Thai,Vietnamese,Restaurants",Waterloo,38,Ben Thanh,,-80.53118,43.502488,ON,3.5
